2019|6|20	12:1:8|000	1560999668.0|000	37.548650000000	126.923000000000
2019|6|20	12:1:8|000	1561000394.0|000	37.548685000000	126.923080000000
2019|6|20	12:1:8|000	1561000478.0|000	37.548650000000	126.922998333333
2019|6|20	12:1:8|000	1561001181.0|000	37.548641666667	126.922753333333
2019|6|20	12:1:8|000	1561001184.0|000	37.548695000000	126.922683333333
2019|6|20	12:1:8|000	1561001194.0|000	37.548735000000	126.922763333333
2019|6|20	12:1:8|000	1561001208.0|000	37.548733333333	126.922858333333
2019|6|20	12:1:8|000	1561001214.0|000	37.548691666667	126.922940000000
2019|6|20	12:1:8|000	1561001506.0|000	37.548730000000	126.923031666667
2019|6|20	12:1:8|000	1561001563.0|000	37.548756666667	126.923118333333
2019|6|20	12:1:8|000	1561001581.0|000	37.548833333333	126.923118333333
2019|6|20	12:1:8|000	1561001590.0|000	37.548906666667	126.923133333333
2019|6|20	12:1:8|000	1561001594.0|000	37.548973333333	126.923171666667
2019|6|20	12:1:8|000	1561001598.0|000	37.549033333333	126.923225000000
2019|6|20	12:1:8|000	1561001618.0|000	37.549053333333	126.923318333333
2019|6|20	12:1:8|000	1561001623.0|000	37.549031666667	126.923406666667
2019|6|20	12:1:8|000	1561001630.0|000	37.548995000000	126.923490000000
2019|6|20	12:1:8|000	1561001640.0|000	37.548980000000	126.923581666667
2019|6|20	12:1:8|000	1561001646.0|000	37.548970000000	126.923680000000
2019|6|20	12:1:8|000	1561001655.0|000	37.548948333333	126.923780000000
2019|6|20	12:1:8|000	1561001664.0|000	37.548956666667	126.923873333333
2019|6|20	12:1:8|000	1561001674.0|000	37.548925000000	126.923968333333
2019|6|20	12:1:8|000	1561001685.0|000	37.548920000000	126.924063333333
2019|6|20	12:1:8|000	1561001692.0|000	37.548973333333	126.924133333333
2019|6|20	12:1:8|000	1561001699.0|000	37.549036666667	126.924178333333
2019|6|20	12:1:8|000	1561001708.0|000	37.549096666667	126.924240000000
2019|6|20	12:1:8|000	1561001718.0|000	37.549170000000	126.924235000000
2019|6|20	12:1:8|000	1561001728.0|000	37.549238333333	126.924271666667
2019|6|20	12:1:8|000	1561001736.0|000	37.549311666667	126.924276666667
2019|6|20	12:1:8|000	1561001746.0|000	37.549381666667	126.924300000000
2019|6|20	12:1:8|000	1561001763.0|000	37.549428333333	126.924391666667
2019|6|20	12:1:8|000	1561001767.0|000	37.549443333333	126.924495000000
2019|6|20	12:1:8|000	1561001773.0|000	37.549443333333	126.924586666667
2019|6|20	12:1:8|000	1561001779.0|000	37.549461666667	126.924680000000
2019|6|20	12:1:8|000	1561001787.0|000	37.549463333333	126.924776666667
2019|6|20	12:1:8|000	1561001796.0|000	37.549450000000	126.924873333333
2019|6|20	12:1:8|000	1561001813.0|000	37.549388333333	126.924920000000
2019|6|20	12:1:8|000	1561001833.0|000	37.549561666667	126.924645000000
2019|6|20	12:1:8|000	1561001834.0|000	37.549668333333	126.924565000000
2019|6|20	12:1:8|000	1561001840.0|000	37.549618333333	126.924500000000
2019|6|20	12:1:8|000	1561001892.0|000	37.549660000000	126.924573333333
2019|6|20	12:1:8|000	1561001898.0|000	37.549600000000	126.924496666667
2019|6|20	12:1:8|000	1561001911.0|000	37.549660000000	126.924571666667
2019|6|20	12:1:8|000	1561001921.0|000	37.550141666667	126.923895000000
2019|6|20	12:1:8|000	1561001922.0|000	37.549958333333	126.923915000000
2019|6|20	12:1:8|000	1561001924.0|000	37.549951666667	126.924048333333
2019|6|20	12:1:8|000	1561001926.0|000	37.549983333333	126.924140000000
2019|6|20	12:1:8|000	1561001927.0|000	37.549970000000	126.924240000000
2019|6|20	12:1:8|000	1561001929.0|000	37.549955000000	126.924358333333
2019|6|20	12:1:8|000	1561001935.0|000	37.549941666667	126.924456666667
2019|6|20	12:1:8|000	1561001945.0|000	37.549963333333	126.924365000000
2019|6|20	12:1:8|000	1561001958.0|000	37.549663333333	126.924603333333
2019|6|20	12:1:8|000	1561001961.0|000	37.549573333333	126.924675000000
2019|6|20	12:1:8|000	1561001978.0|000	37.549650000000	126.924606666667
2019|6|20	12:1:8|000	1561002002.0|000	37.549576666667	126.924601666667
2019|6|20	12:1:8|000	1561002014.0|000	37.550073333333	126.926061666667
2019|6|20	12:1:8|000	1561002015.0|000	37.550060000000	126.925963333333
2019|6|20	12:1:8|000	1561002017.0|000	37.550055000000	126.925791666667
2019|6|20	12:1:8|000	1561002018.0|000	37.550080000000	126.925648333333
2019|6|20	12:1:8|000	1561002021.0|000	37.550080000000	126.925540000000
2019|6|20	12:1:8|000	1561002024.0|000	37.550041666667	126.925453333333
2019|6|20	12:1:8|000	1561002027.0|000	37.550023333333	126.925341666667
2019|6|20	12:1:8|000	1561002028.0|000	37.550013333333	126.925250000000
2019|6|20	12:1:8|000	1561002048.0|000	37.549673333333	126.924568333333
2019|6|20	12:1:8|000	1561002051.0|000	37.549598333333	126.924420000000
2019|6|20	12:1:8|000	1561002060.0|000	37.549431666667	126.924086666667
2019|6|20	12:1:8|000	1561002066.0|000	37.549328333333	126.923881666667
2019|6|20	12:1:8|000	1561002073.0|000	37.549641666667	126.924566666667
2019|6|20	12:1:8|000	1561002118.0|000	37.549581666667	126.924463333333
2019|6|20	12:1:8|000	1561002126.0|000	37.549666666667	126.924561666667
2019|6|20	12:1:8|000	1561002170.0|000	37.549611666667	126.924495000000
2019|6|20	12:1:8|000	1561002184.0|000	37.549665000000	126.924558333333
2019|6|20	12:1:8|000	1561002224.0|000	37.549593333333	126.924451666667
2019|6|20	12:1:8|000	1561002225.0|000	37.549620000000	126.924541666667
2019|6|20	12:1:8|000	1561003429.0|000	37.549575000000	126.924446666667
2019|6|20	12:1:8|000	1561003493.0|000	37.549665000000	126.924558333333
2019|6|20	12:1:8|000	1561003501.0|000	37.549730000000	126.924640000000
2019|6|20	12:1:8|000	1561003502.0|000	37.549623333333	126.924536666667
2019|6|20	12:1:8|000	1561003509.0|000	37.549575000000	126.924455000000
2019|6|20	12:1:8|000	1561003517.0|000	37.549653333333	126.924545000000
2019|6|20	12:1:8|000	1561003525.0|000	37.549585000000	126.924471666667
2019|6|20	12:1:8|000	1561003553.0|000	37.549666666667	126.924560000000
2019|6|20	12:1:8|000	1561003561.0|000	37.549571666667	126.924450000000
2019|6|20	12:1:8|000	1561003569.0|000	37.549623333333	126.924518333333
2019|6|20	12:1:8|000	1561003711.0|000	37.549671666667	126.924593333333
2019|6|20	12:1:8|000	1561003719.0|000	37.549603333333	126.924486666667
2019|6|20	12:1:8|000	1561003725.0|000	37.549660000000	126.924570000000
2019|6|20	12:1:8|000	1561003775.0|000	37.549610000000	126.924498333333
2019|6|20	12:1:8|000	1561003813.0|000	37.549671666667	126.924565000000
2019|6|20	12:1:8|000	1561003854.0|000	37.549610000000	126.924501666667
2019|6|20	12:1:8|000	1561003860.0|000	37.549668333333	126.924561666667
2019|6|20	12:1:8|000	1561004148.0|000	37.549603333333	126.924486666667
2019|6|20	12:1:8|000	1561004172.0|000	37.549661666667	126.924573333333
2019|6|20	12:1:8|000	1561004263.0|000	37.549605000000	126.924488333333
2019|6|20	12:1:8|000	1561004337.0|000	37.549668333333	126.924563333333
2019|6|20	12:1:8|000	1561004351.0|000	37.549596666667	126.924505000000
